TSCA,HAPS,EHS,COI,RTK,SVHC,RED,EPA,LTAP,SNUR List,NES HAPS,"PBT
(WAC 173-333-320)",IARC
367510-46-1,,,,,,,,,,,,
367-51-1,,,,,,,,,,,,
36753-03-4,,,,,,,,,,,,
36755-19-8,,,,,,,,,,,,
36755-25-6,,,,,,,,,,,,
3675-68-1,,,,,,,,,,,,
3675-69-2,,,,,,,,,,,,
367-57-7,,,,,,,,,,,,
36759-10-1,,,,,,,,,,,,
36760-43-7,,,,,,,,,,,,
3676-85-5,,,,,,,,,,,,
36768-62-4,,,,,,,,,,,,
36775-23-2,,,,,,,,,,,,
36775-31-2,,,,,,,,,,,,
36779-84-7,,,,,,,,,,,,
36781-83-6,,,,,,,,,,,,
36783-03-6,,,,,,,,,,,,
36783-07-0,,,,,,,,,,,,
36786-88-6,,,,,,,,,,,,
3678-72-6,,,,,,,,,,,,
36787-51-6,,,,,,,,,,,,
36787-52-7,,,,,,,,,,,,
36788-39-3,,,,,,,,,,,,
36790-28-0,,,,,,,,,,,,
367-93-1,,,,,,,,,,,,
3679-63-8,,,,,,,,,,,,
36806-65-2,,,,,,,,,,,,
36812-13-2,,,,,,,,,,,,
3681-71-8,,,,,,,,,,,,
3681-73-0,,,,,,,,,,,,
3681-82-1,,,,,,,,,,,,
3682-15-3,,,,,,,,,,,,
3682-32-4,,,,,,,,,,,,
3682-35-7,,,,,,,,,,,,
36823-84-4,,,,,,,,,,,,
3682-42-6,,,,,,,,,,,,
36826-83-2,,,,,,,,,,,,
3682-91-5,,,,,,,,,,,,
12/3/3683,,,,,,,,,,,,
36833-16-6,,,,,,,,,,,,
36837-80-6,,,,,,,,,,,,
368-39-8,,,,,,,,,,,,
368-43-4,,,,,,,,,,,,
368436-05-9,,,,,,,,,,,,
368436-06-0,,,,,,,,,,,,
36847-51-5,,,,,,,,,,,,
36861-47-9,,,,,,,,,,,,
36863-22-6,,,,,,,,,,,,
36863-62-4,,,,,,,,,,,,
36863-73-7,,,,,,,,,,,,
3686-66-6,,,,,,,,,,,,
36867-70-6,,,,,,,,,,,,
36870-02-7,,,,,,,,,,,,
36871-95-1,,,,,,,,,,,,
36871-96-2,,,,,,,,,,,,
3687-45-4,,,,,,,,,,,,
3687-46-5,,,,,,,,,,,,
36876-13-8,,,,,,,,,,,,
3687-67-0,,,,,,,,,,,,
36877-69-7,,,,,,,,,,,,
3687-80-7,,,,,,,,,,,,
36878-20-3,,,,,,,,,,,,
36880-33-8,,,,,,,,,,,,
36882-17-4,,,,,,,,,,,,
36886-76-7,,,,,,,,,,,,
3688-79-7,,,,,,,,,,,,
36888-99-0,,,,,,,,,,,,
36889-43-7,,,,,,,,,,,,
36890-52-5,,,,,,,,,,,,
36890-68-3,,,,,,,,,,,,
3689-20-1,,,,,,,,,,,,
368-94-5,,,,,,,,,,,,
36896-17-0,,,,,,,,,,,,
36897-88-8,,,,,,,,,,,,
36897-94-6,,,,,,,,,,,,
36898-42-7,,,,,,,,,,,,
36899-09-9,,,,,,,,,,,,
36899-82-8,,,,,,,,,,,,
36904-42-4,,,,,,,,,,,,
36904-62-8,,,,,,,,,,,,
36905-61-0,,,,,,,,,,,,
36906-15-7,,,,,,,,,,,,
12/1/3691,,,,,,,,,,,,
36915-65-8,,,,,,,,,,,,
3691-93-8,,,,,,,,,,,,
5/5/3692,,,,,,,,,,,,
36936-37-5,,,,,,,,,,,,
36936-60-4,,,,,,,,,,,,
3694-74-4,,,,,,,,,,,,
36947-68-9,,,,,,,,,,,,
3694-83-5,,,,,,,,,,,,
3695-00-9,,,,,,,,,,,,
36955-95-0,,,,,,,,,,,,
3695-77-0,,,,,,,,,,,,
369-58-4,,,,,,,,,,,,
3696-28-4,,,,,,,,,,,,
369648-89-5,,,,,,,,,,,,
36968-27-1,,,,,,,,,,,,
369-77-7,,,,,,,,,,,,
36978-41-3,,,,,,,,,,,,
3698-10-0,,,,,,,,,,,,
36986-04-6,,,,,,,,,,,,
3698-83-7,,,,,,,,,,,,
3698-89-3,,,,,,,,,,,,
3698-94-0,,,,,,,,,,,,
36994-77-1,,,,,,,,,,,,
3699-54-5,,,,,,,,,,,,
36996-87-9,,,,,,,,,,,,
36997-05-4,,,,,,,,,,,,
37001-43-7,,,,,,,,,,,,
3700-59-2,,,,,,,,,,,,
3700-67-2,,,,,,,,,,,,
37008-82-5,,,,,,,,,,,,
3701-40-4,,,,,,,,,,,,
37021-14-0,,,,,,,,,,,,
37032-33-0,,,,,,,,,,,,
3703-84-2,,,,,,,,,,,,
370-47-8,,,,,,,,,,,,
37047-80-6,,,,,,,,,,,,
37051-42-6,,,,,,,,,,,,
3705-62-2,,,,,,,,,,,,
37060-36-9,,,,,,,,,,,,
37066-82-3,,,,,,,,,,,,
37067-30-4,,,,,,,,,,,,
37069-54-8,,,,,,,,,,,,
37078-06-1,,,,,,,,,,,,
37078-96-9,,,,,,,,,,,,
37078-97-0,,,,,,,,,,,,
370-81-0,,,,,,,,,,,,
370865-89-7,,,,,,,,,,,,
37086-84-3,,,,,,,,,,,,
370873-96-4,,,,,,,,,,,,
3709-43-1,,,,,,,,,,,,
3710-19-8,,,,,,,,,,,,
3710-30-3,,,,,,,,,,,,
3710-84-7,,,,,,,,,,,,
3711-13-5,,,,,,,,,,,,
371113-62-1,,,,,,,,,,,,
371113-63-2,,,,,,,,,,,,
371146-04-2,,,,,,,,,,,,
37130-03-3,,,,,,,,,,,,
37130-81-7,,,,,,,,,,,,
37133-18-9,,,,,,,,,,,,
37134-61-5,,,,,,,,,,,,
37138-23-1,,,,,,,,,,,,
37138-25-3,,,,,,,,,,,,
37138-26-4,,,,,,,,,,,,
37139-99-4,,,,,,,,,,,,
371-40-4,,,,,,,,,,,,
371-41-5,,,,,,,,,,,,
37143-54-7,,,,,,,,,,,,
371-47-1,,,,,,,,,,,,
371-62-0,,,,,,,,,,,,
37167-59-2,,,,,,,,,,,,
371-69-7,,,,,,,,,,,,
37172-02-4,,,,,,,,,,,,
37172-05-7,,,,,,,,,,,,
37172-32-0,,,,,,,,,,,,
37172-52-4,,,,,,,,,,,,
37172-53-5,,,,,,,,,,,,
37172-54-6,,,,,,,,,,,,
37172-56-8,,,,,,,,,,,,
3717-28-0,,,,,,,,,,,,
37172-89-7,,,,,,,,,,,,
3717-40-6,,,,,,,,,,,,
37177-08-5,,,,,,,,,,,,
37187-22-7,,,,,,,,,,,,
37189-83-6,,,,,,,,,,,,
37191-69-8,,,,,,,,,,,,
37194-88-0,,,,,,,,,,,,
37199-66-9,,,,,,,,,,,,
37199-81-8,,,,,,,,,,,,
37199-83-0,,,,,,,,,,,,
37200-12-7,,,,,,,,,,,,
37200-29-6,,,,,,,,,,,,
3720-16-9,,,,,,,,,,,,
37203-76-2,,,,,,,,,,,,
37203-80-8,,,,,,,,,,,,
37203-97-7,,,,,,,,,,,,
37205-50-8,,,,,,,,,,,,
37205-87-1,,,,,,,,,,,,
37205-91-7,,,,,,,,,,,,
37205-99-5,,,,,,,,,,,,
37206-01-2,,,,,,,,,,,,
37206-20-5,,,,,,,,,,,,
37207-89-9,,,,,,,,,,,,
37208-53-0,,,,,,,,,,,,
3720-97-6,,,,,,,,,,,,
372-09-8,,,,,,,,,,,,
37211-65-7,,,,,,,,,,,,
37213-50-6,,,,,,,,,,,,
3721-95-7,,,,,,,,,,,,
37220-82-9,,,,,,,,,,,,
37220-90-9,,,,,,,,,,,,
37224-10-5,,,,,,,,,,,,
37224-32-1,,,,,,,,,,,,
37224-61-6,,,,,,,,,,,,
37225-26-6,,,,,,,,,,,,
37225-47-1,,,,,,,,,,,,
372-25-8,,,,,,,,,,,,
37226-56-5,,,,,,,,,,,,
37228-07-2,,,,,,,,,,,,
37228-87-8,,,,,,,,,,,,
372-31-6,,,,,,,,,,,,
37231-60-0,,,,,,,,,,,,
37234-19-8,,,,,,,,,,,,
37237-76-6,,,,,,,,,,,,
37237-86-8,,,,,,,,,,,,
37237-91-5,,,,,,,,,,,,
37237-99-3,,,,,,,,,,,,
37238-03-2,,,,,,,,,,,,
37238-30-5,,,,,,,,,,,,
37238-34-9,,,,,,,,,,,,
372-39-4,,,,,,,,,,,,
37242-45-8,,,,,,,,,,,,
3724-36-5,,,,,,,,,,,,
3724-43-4,,,,,,,,,,,,
37244-80-7,,,,,,,,,,,,
3724-54-7,,,,,,,,,,,,
3724-55-8,,,,,,,,,,,,
37245-77-5,,,,,,,,,,,,
372-46-3,,,,,,,,,,,,
3724-65-0,,,,,,,,,,,,
37247-28-2,,,,,,,,,,,,
37247-91-9,,,,,,,,,,,,
37250-30-9,,,,,,,,,,,,
372515-54-3,,,,,,,,,,,,
37251-67-5,,,,,,,,,,,,
37251-69-7,,,,,,,,,,,,
37260-14-3,,,,,,,,,,,,
3726-23-6,,,,,,,,,,,,
37265-07-9,,,,,,,,,,,,
37265-36-4,,,,,,,,,,,,
37265-86-4,,,,,,,,,,,,
37267-86-0,,,,,,,,,,,,
37268-78-3,,,,,,,,,,,,
37273-13-5,,,,,,,,,,,,
37273-56-6,,,,,,,,,,,,
37273-57-7,,,,,,,,,,,,
37273-61-3,,,,,,,,,,,,
37273-66-8,,,,,,,,,,,,
37275-47-1,,,,,,,,,,,,
372-75-8,,,,,,,,,,,,
37279-47-3,,,,,,,,,,,,
37279-54-2,,,,,,,,,,,,
372-80-5,,,,,,,,,,,,
37280-82-3,,,,,,,,,,,,
37281-53-1,,,,,,,,,,,,
37281-57-5,,,,,,,,,,,,
37281-71-3,,,,,,,,,,,,
37281-78-0,,,,,,,,,,,,
37281-91-7,,,,,,,,,,,,
37282-12-5,,,,,,,,,,,,
37282-15-8,,,,,,,,,,,,
37285-27-1,,,,,,,,,,,,
37285-29-3,,,,,,,,,,,,
37286-64-9,,,,,,,,,,,,
37286-82-1,,,,,,,,,,,,
37286-89-8,,,,,,,,,,,,
37288-35-0,,,,,,,,,,,,
37288-54-3,,,,,,,,,,,,
37291-07-9,,,,,,,,,,,,
37292-80-1,,,,,,,,,,,,
37293-59-7,,,,,,,,,,,,
37293-73-5,,,,,,,,,,,,
37293-74-6,,,,,,,,,,,,
37293-82-6,,,,,,,,,,,,
37294-49-8,,,,,,,,,,,,
37295-33-3,,,,,,,,,,,,
37297-94-2,,,,,,,,,,,,
37300-23-5,,,,,,,,,,,,
373-02-4,,,,,,,,,,,,
37302-66-2,,,,,,,,,,,,
37302-70-8,,,,,,,,,,,,
373-04-6,,,,,,,,,,,,
37306-42-6,,,,,,,,,,,,
37307-82-7,,,,,,,,,,,,
37307-94-1,,,,,,,,,,,,
37308-19-3,,,,,,,,,,,,
37309-30-1,,,,,,,,,,,,
37309-38-9,,,,,,,,,,,,
37309-58-3,,,,,,,,,,,,
37310-83-1,,,,,,,,,,,,
37310-95-5,,,,,,,,,,,,
37310-98-8,,,,,,,,,,,,
37311-00-5,,,,,,,,,,,,
37311-01-6,,,,,,,,,,,,
37311-02-7,,,,,,,,,,,,
37311-04-9,,,,,,,,,,,,
37312-24-6,,,,,,,,,,,,
37312-33-7,,,,,,,,,,,,
37312-37-1,,,,,,,,,,,,
3731-38-2,,,,,,,,,,,,
37314-23-1,,,,,,,,,,,,
37314-65-1,,,,,,,,,,,,
373-14-8,,,,,,,,,,,,
3731-51-9,,,,,,,,,,,,
3731-52-0,,,,,,,,,,,,
3731-53-1,,,,,,,,,,,,
37315-32-5,,,,,,,,,,,,
37318-31-3,,,,,,,,,,,,
37321-15-6,,,,,,,,,,,,
37337-65-8,,,,,,,,,,,,
37338-04-8,,,,,,,,,,,,
37338-48-0,,,,,,,,,,,,
373389-53-8,,,,,,,,,,,,
37339-32-5,,,,,,,,,,,,
37339-47-2,,,,,,,,,,,,
37340-09-3,,,,,,,,,,,,
37340-58-2,,,,,,,,,,,,
37340-60-6,,,,,,,,,,,,
37340-77-5,,,,,,,,,,,,
3734-33-6,,,,,,,,,,,,
3734-48-3,,,,,,,,,,,,
3734-67-6,,,,,,,,,,,,
37347-86-7,,,,,,,,,,,,
37349-04-5,,,,,,,,,,,,
37349-34-1,,,,,,,,,,,,
37350-42-8,,,,,,,,,,,,
37353-75-6,,,,,,,,,,,,
373-57-9,,,,,,,,,,,,
37359-70-9,,,,,,,,,,,,
37359-75-4,,,,,,,,,,,,
37359-88-9,,,,,,,,,,,,
373-61-5,,,,,,,,,,,,
373649-85-5,,,,,,,,,,,,
37367-41-2,,,,,,,,,,,,
37367-77-4,,,,,,,,,,,,
37367-90-1,,,,,,,,,,,,
373-68-2,,,,,,,,,,,,
37368-40-4,,,,,,,,,,,,
37372-00-2,,,,,,,,,,,,
37372-01-3,,,,,,,,,,,,
373-74-0,,,,,,,,,,,,
3737-41-5,,,,,,,,,,,,
3737-55-1,,,,,,,,,,,,
3737-76-6,,,,,,,,,,,,
3737-95-9,,,,,,,,,,,,
3738-00-9,,,,,,,,,,,,
37382-15-3,,,,,,,,,,,,
37382-24-4,,,,,,,,,,,,
37382-79-9,,,,,,,,,,,,
37383-28-1,,,,,,,,,,,,
37383-30-5,,,,,,,,,,,,
373-88-6,,,,,,,,,,,,
37395-76-9,,,,,,,,,,,,
3739-67-1,,,,,,,,,,,,
374-01-6,,,,,,,,,,,,
3740-52-1,,,,,,,,,,,,
37405-95-1,,,,,,,,,,,,
37405-99-5,,,,,,,,,,,,
374-07-2,,,,,,,,,,,,
374078-74-7,,,,,,,,,,,,
374078-75-8,,,,,,,,,,,,
3741-38-6,,,,,,,,,,,,
3741-77-3,,,,,,,,,,,,
3741-80-8,,,,,,,,,,,,
3741-90-0,,,,,,,,,,,,
37426-22-5,,,,,,,,,,,,
3742-81-2,,,,,,,,,,,,
37433-35-5,,,,,,,,,,,,
37434-57-4,,,,,,,,,,,,
37437-20-0,,,,,,,,,,,,
37437-21-1,,,,,,,,,,,,
3743-84-8,,,,,,,,,,,,
37439-34-2,,,,,,,,,,,,
37449-19-7,,,,,,,,,,,,
37449-43-7,,,,,,,,,,,,
37450-42-3,,,,,,,,,,,,
37452-11-2,,,,,,,,,,,,
37457-75-3,,,,,,,,,,,,
37460-43-8,,,,,,,,,,,,
374624-10-9,,,,,,,,,,,,
3746-39-2,,,,,,,,,,,,
3746-40-5,,,,,,,,,,,,
3746-46-1,,,,,,,,,,,,
37466-21-0,,,,,,,,,,,,
3746-67-6,,,,,,,,,,,,
6/6/3747,,,,,,,,,,,,
37475-84-6,,,,,,,,,,,,
37475-88-0,,,,,,,,,,,,
37478-68-5,,,,,,,,,,,,
37478-72-1,,,,,,,,,,,,
3748-13-8,,,,,,,,,,,,
37482-11-4,,,,,,,,,,,,
37486-69-4,,,,,,,,,,,,
3748-70-7,,,,,,,,,,,,
37488-75-8,,,,,,,,,,,,
37492-43-6,,,,,,,,,,,,
37494-03-4,,,,,,,,,,,,
374-98-1,,,,,,,,,,,,
375-00-8,,,,,,,,,,,,
375-01-9,,,,,,,,,,,,
375-03-1,,,,,,,,,,,,
37509-99-2,,,,,,,,,,,,
37514-30-0,,,,,,,,,,,,
3751-46-0,,,,,,,,,,,,
37515-76-7,,,,,,,,,,,,
375-16-6,,,,,,,,,,,,
375-22-4,,,,,,,,,,,,
37522-66-0,,,,,,,,,,,,
37523-33-4,,,,,,,,,,,,
37526-88-8,,,,,,,,,,,,
37526-89-9,,,,,,,,,,,,
3752-97-4,,,,,,,,,,,,
5/7/3753,,,,,,,,,,,,
3753-27-3,,,,,,,,,,,,
3753-50-2,,,,,,,,,,,,
375378-23-7,,,,,,,,,,,,
375380-28-2,,,,,,,,,,,,
3754-60-7,,,,,,,,,,,,
37551-43-2,,,,,,,,,,,,
37555-83-2,,,,,,,,,,,,
37558-01-3,,,,,,,,,,,,
37558-29-5,,,,,,,,,,,,
375-62-2,,,,,,,,,,,,
375-63-3,,,,,,,,,,,,
37569-89-4,,,,,,,,,,,,
375-72-4,,,,,,,,,,,,
375-73-5,,,,,,,,,,,,
37577-07-4,,,,,,,,,,,,
3757-76-4,,,,,,,,,,,,
375-81-5,,,,,,,,,,,,
375-84-8,,,,,,,,,,,,
3758-54-1,,,,,,,,,,,,
375-85-9,,,,,,,,,,,,
375-88-2,,,,,,,,,,,,
37589-10-9,,,,,,,,,,,,
37592-72-6,,,,,,,,,,,,
375-92-8,,,,,,,,,,,,
37593-02-5,,,,,,,,,,,,
37593-03-6,,,,,,,,,,,,
375-95-1,,,,,,,,,,,,
3759-61-3,,,,,,,,,,,,
37596-36-4,,,,,,,,,,,,
37599-16-9,,,,,,,,,,,,
37599-83-0,,,,,,,,,,,,
3760-11-0,,,,,,,,,,,,
3760-14-3,,,,,,,,,,,,
37604-36-7,,,,,,,,,,,,
376-06-7,,,,,,,,,,,,
37609-25-9,,,,,,,,,,,,
376-14-7,,,,,,,,,,,,
3761-53-3,,,,,,,,,,,,
37617-03-1,,,,,,,,,,,,
376-18-1,,,,,,,,,,,,
3761-92-0,,,,,,,,,,,,
37621-85-5,,,,,,,,,,,,
37624-87-6,,,,,,,,,,,,
37625-56-2,,,,,,,,,,,,
37625-74-4,,,,,,,,,,,,
37625-93-7,,,,,,,,,,,,
376-27-2,,,,,,,,,,,,
3764-01-0,,,,,,,,,,,,
37640-57-6,,,,,,,,,,,,
376-50-1,,,,,,,,,,,,
37657-99-1,,,,,,,,,,,,
376588-17-9,,,,,,,,,,,,
3766-81-2,,,,,,,,,,,,
37672-70-1,,,,,,,,,,,,
37672-74-5,,,,,,,,,,,,
37672-83-6,,,,,,,,,,,,
376-73-8,,,,,,,,,,,,
37674-63-8,,,,,,,,,,,,
3767-68-8,,,,,,,,,,,,
37677-09-1,,,,,,,,,,,,
37677-10-4,,,,,,,,,,,,
37677-14-8,,,,,,,,,,,,
37678-79-8,,,,,,,,,,,,
37682-29-4,,,,,,,,,,,,
37684-37-0,,,,,,,,,,,,
37685-40-8,,,,,,,,,,,,
3768-55-6,,,,,,,,,,,,
3768-56-7,,,,,,,,,,,,
3768-57-8,,,,,,,,,,,,
3768-58-9,,,,,,,,,,,,
37686-98-9,,,,,,,,,,,,
37688-96-3,,,,,,,,,,,,
376-90-9,,,,,,,,,,,,
3769-57-1,,,,,,,,,,,,
37697-65-7,,,,,,,,,,,,
3770-80-7,,,,,,,,,,,,
3770-82-9,,,,,,,,,,,,
3770-97-6,,,,,,,,,,,,
37710-57-9,,,,,,,,,,,,
3771-14-0,,,,,,,,,,,,
3771-31-1,,,,,,,,,,,,
37713-38-5,,,,,,,,,,,,
37717-68-3,,,,,,,,,,,,
3772-26-7,,,,,,,,,,,,
37722-77-3,,,,,,,,,,,,
37722-78-4,,,,,,,,,,,,
3772-55-2,,,,,,,,,,,,
37726-18-4,,,,,,,,,,,,
3772-94-9,,,,,,,,,,,,
3772-95-0,,,,,,,,,,,,
3772-98-3,,,,,,,,,,,,
37734-45-5,,,,,,,,,,,,
377-38-8,,,,,,,,,,,,
37747-10-7,,,,,,,,,,,,
37755-10-5,,,,,,,,,,,,
3775-51-7,,,,,,,,,,,,
3775-90-4,,,,,,,,,,,,
4/3/3776,,,,,,,,,,,,
37764-25-3,,,,,,,,,,,,
377-71-9,,,,,,,,,,,,
3777-69-3,,,,,,,,,,,,
3777-71-7,,,,,,,,,,,,
37780-79-3,,,,,,,,,,,,
37788-55-9,,,,,,,,,,,,
3/1/3779,,,,,,,,,,,,
3779-29-1,,,,,,,,,,,,
37795-71-4,,,,,,,,,,,,
3779-63-3,,,,,,,,,,,,
3780-50-5,,,,,,,,,,,,
37809-64-6,,,,,,,,,,,,
37811-72-6,,,,,,,,,,,,
378-17-6,,,,,,,,,,,,
3782-00-1,,,,,,,,,,,,
37820-01-2,,,,,,,,,,,,
37822-76-7,,,,,,,,,,,,
37828-01-6,,,,,,,,,,,,
37832-42-1,,,,,,,,,,,,
37832-65-8,,,,,,,,,,,,
37837-44-8,,,,,,,,,,,,
3784-03-0,,,,,,,,,,,,
37843-11-1,,,,,,,,,,,,
37843-12-2,,,,,,,,,,,,
37843-26-8,,,,,,,,,,,,
37847-87-3,,,,,,,,,,,,
1/1/3785,,,,,,,,,,,,
37853-59-1,,,,,,,,,,,,
37853-61-5,,,,,,,,,,,,
37859-55-5,,,,,,,,,,,,
37859-57-7,,,,,,,,,,,,
37860-62-1,,,,,,,,,,,,
37870-80-7,,,,,,,,,,,,
37871-12-8,,,,,,,,,,,,
37871-48-0,,,,,,,,,,,,
37873-04-4,,,,,,,,,,,,
378-75-6,,,,,,,,,,,,
378-76-7,,,,,,,,,,,,
378-77-8,,,,,,,,,,,,
37882-55-6,,,,,,,,,,,,
37890-28-1,,,,,,,,,,,,
37916-03-3,,,,,,,,,,,,
37920-25-5,,,,,,,,,,,,
37921-74-7,,,,,,,,,,,,
37922-18-2,,,,,,,,,,,,
3792-50-5,,,,,,,,,,,,
37935-49-2,,,,,,,,,,,,
37936-41-7,,,,,,,,,,,,
37941-69-8,,,,,,,,,,,,
37942-55-5,,,,,,,,,,,,
3794-64-7,,,,,,,,,,,,
3794-83-0,,,,,,,,,,,,
379-50-0,,,,,,,,,,,,
37953-05-2,,,,,,,,,,,,
37953-21-2,,,,,,,,,,,,
37955-65-0,,,,,,,,,,,,
37955-75-2,,,,,,,,,,,,
37966-23-7,,,,,,,,,,,,
3796-70-1,,,,,,,,,,,,
37971-36-1,,,,,,,,,,,,
37973-51-6,,,,,,,,,,,,
37973-52-7,,,,,,,,,,,,
379-79-3,,,,,,,,,,,,
37984-46-6,,,,,,,,,,,,
37995-02-1,,,,,,,,,,,,
37999-54-5,,,,,,,,,,,,
37999-57-8,,,,,,,,,,,,
38006-74-5,,,,,,,,,,,,
38011-25-5,,,,,,,,,,,,
38013-32-0,,,,,,,,,,,,
38019-89-5,,,,,,,,,,,,
38020-69-8,,,,,,,,,,,,
38028-70-5,,,,,,,,,,,,
3804-23-7,,,,,,,,,,,,
38049-26-2,,,,,,,,,,,,
38049-28-4,,,,,,,,,,,,
38049-29-5,,,,,,,,,,,,
38051-10-4,,,,,,,,,,,,
38051-57-9,,,,,,,,,,,,
38054-42-1,,,,,,,,,,,,
38054-57-8,,,,,,,,,,,,
38056-88-1,,,,,,,,,,,,
3806-34-6,,,,,,,,,,,,
38071-78-2,,,,,,,,,,,,
38079-62-8,,,,,,,,,,,,
3808-20-6,,,,,,,,,,,,
38082-88-1,,,,,,,,,,,,
38082-89-2,,,,,,,,,,,,
380886-33-9,,,,,,,,,,,,
3808-86-4,,,,,,,,,,,,
38096-68-3,,,,,,,,,,,,
38099-82-0,,,,,,,,,,,,
3810-26-2,,,,,,,,,,,,
38103-05-8,,,,,,,,,,,,
38103-06-9,,,,,,,,,,,,
38103-07-0,,,,,,,,,,,,
3810-39-7,,,,,,,,,,,,
3810-51-3,,,,,,,,,,,,
3810-74-0,,,,,,,,,,,,
4/9/3811,,,,,,,,,,,,
3811-68-5,,,,,,,,,,,,
3811-71-0,,,,,,,,,,,,
3811-73-2,,,,,,,,,,,,
38119-08-3,,,,,,,,,,,,
38122-80-4,,,,,,,,,,,,
38122-81-5,,,,,,,,,,,,
38125-00-7,,,,,,,,,,,,
8/9/3813,,,,,,,,,,,,
3813-13-6,,,,,,,,,,,,
38133-90-3,,,,,,,,,,,,
38134-93-9,,,,,,,,,,,,
38134-94-0,,,,,,,,,,,,
38135-31-8,,,,,,,,,,,,
38136-29-7,,,,,,,,,,,,
3813-69-2,,,,,,,,,,,,
38139-94-5,,,,,,,,,,,,
38142-11-9,,,,,,,,,,,,
3814-34-4,,,,,,,,,,,,
38151-74-5,,,,,,,,,,,,
38157-00-5,,,,,,,,,,,,
38157-01-6,,,,,,,,,,,,
381725-38-8,,,,,,,,,,,,
381725-51-5,,,,,,,,,,,,
381-73-7,,,,,,,,,,,,
38177-07-0,,,,,,,,,,,,
3818-32-4,,,,,,,,,,,,
38185-06-7,,,,,,,,,,,,
3818-54-0,,,,,,,,,,,,
12/3/3819,,,,,,,,,,,,
38193-60-1,,,,,,,,,,,,
38201-97-7,,,,,,,,,,,,
38205-61-7,,,,,,,,,,,,
38205-64-0,,,,,,,,,,,,
3820-83-5,,,,,,,,,,,,
38209-58-4,,,,,,,,,,,,
382-10-5,,,,,,,,,,,,
38215-33-7,,,,,,,,,,,,
38215-36-0,,,,,,,,,,,,
38219-91-9,,,,,,,,,,,,
38223-29-9,,,,,,,,,,,,
382-28-5,,,,,,,,,,,,
38228-51-2,,,,,,,,,,,,
38233-66-8,,,,,,,,,,,,
38237-00-2,,,,,,,,,,,,
38237-74-0,,,,,,,,,,,,
38250-16-7,,,,,,,,,,,,
3825-26-1,,,,,,,,,,,,
38254-74-9,,,,,,,,,,,,
38258-26-3,,,,,,,,,,,,
3827-17-6,,,,,,,,,,,,
38279-20-8,,,,,,,,,,,,
38284-26-3,,,,,,,,,,,,
38284-42-3,,,,,,,,,,,,
38285-49-3,,,,,,,,,,,,
38294-67-6,,,,,,,,,,,,
38294-69-8,,,,,,,,,,,,
38294-73-4,,,,,,,,,,,,
38295-16-8,,,,,,,,,,,,
3829-86-5,,,,,,,,,,,,
38299-08-0,,,,,,,,,,,,
38303-23-0,,,,,,,,,,,,
38304-27-7,,,,,,,,,,,,
38304-28-8,,,,,,,,,,,,
38304-52-8,,,,,,,,,,,,
383-07-3,,,,,,,,,,,,
38317-21-4,,,,,,,,,,,,
383178-66-3,,,,,,,,,,,,
38321-18-5,,,,,,,,,,,,
38325-25-6,,,,,,,,,,,,
383-29-9,,,,,,,,,,,,
38333-84-5,,,,,,,,,,,,
38337-32-5,,,,,,,,,,,,
38344-72-8,,,,,,,,,,,,
38344-88-6,,,,,,,,,,,,
38350-87-7,,,,,,,,,,,,
38353-06-9,,,,,,,,,,,,
38353-09-2,,,,,,,,,,,,
38353-81-0,,,,,,,,,,,,
38353-82-1,,,,,,,,,,,,
38355-75-8,,,,,,,,,,,,
38360-74-6,,,,,,,,,,,,
38360-81-5,,,,,,,,,,,,
383-62-0,,,,,,,,,,,,
383-63-1,,,,,,,,,,,,
38363-23-4,,,,,,,,,,,,
38363-29-0,,,,,,,,,,,,
383-64-2,,,,,,,,,,,,
3836-78-0,,,,,,,,,,,,
38376-28-2,,,,,,,,,,,,
38386-99-1,,,,,,,,,,,,
383-88-0,,,,,,,,,,,,
383905-85-9,,,,,,,,,,,,
38394-53-5,,,,,,,,,,,,
38396-39-3,,,,,,,,,,,,
38402-02-7,,,,,,,,,,,,
38402-11-8,,,,,,,,,,,,
38409-63-1,,,,,,,,,,,,
38411-17-5,,,,,,,,,,,,
3841-14-3,,,,,,,,,,,,
38412-12-3,,,,,,,,,,,,
38412-17-8,,,,,,,,,,,,
38414-26-5,,,,,,,,,,,,
38414-49-2,,,,,,,,,,,,
38415-60-0,,,,,,,,,,,,
38418-10-9,,,,,,,,,,,,
3/3/3842,,,,,,,,,,,,
38421-90-8,,,,,,,,,,,,
3843-16-1,,,,,,,,,,,,
38432-19-8,,,,,,,,,,,,
3843-41-2,,,,,,,,,,,,
38444-08-5,,,,,,,,,,,,
38444-13-2,,,,,,,,,,,,
38444-15-4,,,,,,,,,,,,
38444-29-0,,,,,,,,,,,,
3844-45-9,,,,,,,,,,,,
38449-49-9,,,,,,,,,,,,
38449-92-2,,,,,,,,,,,,
38452-47-0,,,,,,,,,,,,
38454-02-3,,,,,,,,,,,,
38454-28-3,,,,,,,,,,,,
38455-53-7,,,,,,,,,,,,
38456-24-5,,,,,,,,,,,,
38456-45-0,,,,,,,,,,,,
38460-95-6,,,,,,,,,,,,
38462-22-5,,,,,,,,,,,,
38462-23-6,,,,,,,,,,,,
38462-26-9,,,,,,,,,,,,
38462-27-0,,,,,,,,,,,,
38465-55-3,,,,,,,,,,,,
38465-60-0,,,,,,,,,,,,
3846-71-7,,,,,,,,,,,,
38478-77-2,,,,,,,,,,,,
